SystemID;SystemIteration;AlgorithmID;VersionID1;VersionID2;timeInitRegular;timeCoreRegular;timeCleanRegular;timeFirstAddRegular;timeFirstStrongBfsRegular;timeWeakBfsRegular;timeSecondAddRegular;timeSecondStrongBfsRegular;timeFinishRegular;timeInitIncremental;timeCoreIncremental;timeCleanIncremental;timeFirstAddIncremental;timeFirstStrongBfsIncremental;timeWeakBfsIncremental;timeSecondAddIncremental;timeSecondStrongBfsIncremental;timeFinishIncremental;VariablesAdded;VariablesRemoved;VariablesShared;ClausesAdded;ClausesRemoved;ClausesShared;RedundantRegular;StrongRegular;WeakRegular;RedundantIncremental;StrongIncremental;WeakIncremental
1;2;8;22;23;19313;2077472;242275;118812;117819;110275942;10512623;114033;91430;857224;2055749;226586;119741;91545;3791820;3550562;138235;89722;15;5;1185;7;2;573;81;1454;724;80;1454;736
1;2;8;23;24;20265;2269803;222251;103088;75752;102559378;13113951;116626;93950;1187818;2232083;235978;108781;77583;1289421;1608355;104989;85321;12;0;1200;3;0;580;86;1488;742;86;1488;730
1;2;8;24;25;20990;2199874;239275;103790;76478;112081025;10870277;120758;98044;848917;1995097;229948;114752;96345;9524946;3881357;128725;90223;40;30;1182;4;2;581;94;1518;736;90;1518;742
1;2;8;25;26;28277;2055250;248442;102138;82593;103627424;11640176;120219;101321;812295;2150956;237302;115321;115752;2836541;1985717;143330;90240;20;0;1222;9;0;585;96;1572;736;96;1572;736
1;2;8;26;27;28164;2347197;242647;116828;89128;110293619;10975686;117542;98725;904526;2292616;250991;117207;89407;2510398;2955760;108219;85106;9;6;1236;3;1;593;98;1578;718;95;1578;742
1;2;8;27;28;19534;2213923;224349;106947;100738;125878719;11154809;129881;98088;905423;2178629;239089;109610;93278;2316280;2336026;135798;87410;6;0;1245;3;0;596;96;1586;736;98;1586;724
1;2;8;28;29;21573;1906585;231085;110611;96288;120211542;11367625;122044;102455;834881;2530843;271384;118749;102437;2564065;3468406;108827;112642;8;0;1251;3;0;599;98;1594;730;96;1594;742
1;2;8;29;30;21187;2458564;226709;107388;96311;117167475;11558631;135457;110223;952344;1949007;239398;110007;102381;4724776;3548688;125676;94351;16;0;1259;6;0;602;101;1640;736;102;1640;730
1;2;8;30;31;20883;2272571;243536;110722;98390;119228877;11534737;140304;101405;840720;2200290;236319;136884;118074;8413932;2509435;131335;103280;27;27;1248;4;4;604;100;1640;742;98;1640;754
1;2;8;31;32;21098;2305030;243653;123083;104465;135477276;12317616;145331;105708;944058;2436028;269383;135525;113160;3952511;1836514;127743;91155;32;9;1266;15;4;604;99;1676;762;99;1676;762
1;2;8;32;33;19847;2506268;236490;110598;103382;150890622;12341673;143963;107769;832717;2175874;266636;148679;116441;839788;1502079;122131;90456;5;0;1298;3;0;619;101;1676;762;99;1676;774
1;2;8;33;34;21305;2290266;243419;116904;100855;149306626;13532844;146526;102693;803902;2415289;251985;138862;100848;4057721;2854172;119816;96800;29;13;1290;7;1;621;101;1720;780;100;1720;786
1;2;8;34;35;21371;2559539;247512;107428;98063;123639509;13035052;138776;105730;955198;2348817;238366;128202;100525;3011509;2349839;114644;92178;6;13;1306;3;0;628;90;1732;730;87;1732;754
1;2;9;1;2;15365;1894802;172317;98350;71305;45250672;6584453;101850;61978;581890;1808640;159028;0;0;290048;1019865;117199;100700;34;2;900;16;1;438;42;1078;356;42;1078;356
1;2;9;1;3;25822;1781410;175911;84554;72548;43269846;6723823;97165;73873;612505;1662196;191199;0;0;9878;525806;68050;58751;11;0;934;5;0;454;42;1088;356;42;1088;356
1;2;9;1;4;18062;1895064;179360;86668;66960;46599278;6590794;92548;68942;744526;1956467;185201;0;0;312632;1089284;79356;64421;29;4;941;11;1;458;42;1140;368;42;1140;368
1;2;9;1;5;26619;1670202;172954;83064;67153;48546953;6837217;109093;73314;682343;1676673;194336;0;0;295576;1125515;68169;62691;8;1;969;3;0;469;42;1164;368;42;1164;368
1;2;9;1;6;17674;1869779;188947;88601;73053;49316704;6473937;97147;65956;668025;1656456;184279;0;0;312802;1082909;82849;62864;11;2;975;4;1;471;43;1184;368;42;1184;374
1;2;9;1;7;27545;1650680;194695;90241;80749;54733685;7130120;99114;78264;778295;1822363;200441;0;0;333984;1185578;79850;69255;21;10;976;8;1;474;46;1216;366;42;1212;378
1;2;9;1;8;19059;1867246;181496;88825;63516;63208303;6586890;114422;67379;666515;1673115;185590;0;0;9968;586304;77879;64161;11;0;997;5;0;482;48;1240;354;42;1236;378
1;2;9;1;9;19624;1724764;201160;89282;64887;63907418;7205738;89829;74490;781705;1841837;215578;0;0;343314;1218105;70039;68831;12;2;1006;7;1;486;47;1248;360;42;1244;378
1;2;9;1;10;27065;1867441;197847;92211;83978;74315035;7490680;116250;82134;769156;2017470;230128;0;0;558578;1377248;88462;77551;113;3;1015;55;2;491;50;1372;384;42;1364;408
1;2;9;1;11;18306;2119018;187349;92304;87777;71034856;8865392;109502;78875;766799;1905165;222218;0;0;635182;1204818;89780;66337;12;43;1085;4;15;531;49;1218;402;39;1210;438
