ModelID;AlgorithmID;SystemIteration;AlgorithmIteration;InTime;NoError;Time;Size
0;1;51;1;true;true;242;2
0;2;51;1;true;true;244;2
0;3;51;1;true;true;244;2
0;4;51;1;true;true;244;6
0;5;51;1;true;true;267;6
0;6;51;1;true;true;238;6
0;7;51;1;true;true;237;7
0;0;52;1;true;true;247;2
0;1;52;1;true;true;246;2
0;2;52;1;true;true;251;2
0;3;52;1;true;true;244;2
0;4;52;1;true;true;256;6
0;5;52;1;true;true;238;6
0;6;52;1;true;true;255;6
0;7;52;1;true;true;242;6
0;0;53;1;true;true;246;2
0;1;53;1;true;true;246;2
0;2;53;1;true;true;243;2
0;3;53;1;true;true;240;2
0;4;53;1;true;true;241;8
0;5;53;1;true;true;249;8
0;6;53;1;true;true;238;8
0;7;53;1;true;true;247;8
0;0;54;1;true;true;237;2
0;1;54;1;true;true;248;2
0;2;54;1;true;true;248;2
0;3;54;1;true;true;241;2
0;4;54;1;true;true;241;7
0;5;54;1;true;true;251;7
0;6;54;1;true;true;246;7
0;7;54;1;true;true;255;8
0;0;55;1;true;true;251;2
0;1;55;1;true;true;236;2
0;2;55;1;true;true;253;2
0;3;55;1;true;true;238;2
0;4;55;1;true;true;244;6
0;5;55;1;true;true;250;6
0;6;55;1;true;true;245;6
0;7;55;1;true;true;243;7
0;0;56;1;true;true;244;2
0;1;56;1;true;true;239;2
0;2;56;1;true;true;251;2
0;3;56;1;true;true;236;2
0;4;56;1;true;true;245;6
0;5;56;1;true;true;242;6
0;6;56;1;true;true;248;6
0;7;56;1;true;true;239;7
0;0;57;1;true;true;240;2
0;1;57;1;true;true;239;2
0;2;57;1;true;true;246;2
0;3;57;1;true;true;247;2
0;4;57;1;true;true;236;6
0;5;57;1;true;true;249;6
0;6;57;1;true;true;256;6
0;7;57;1;true;true;240;6
0;0;58;1;true;true;248;2
0;1;58;1;true;true;257;2
0;2;58;1;true;true;241;2
0;3;58;1;true;true;244;2
0;4;58;1;true;true;260;7
0;5;58;1;true;true;245;7
0;6;58;1;true;true;242;7
0;7;58;1;true;true;243;6
0;0;59;1;true;true;236;2
0;1;59;1;true;true;235;2
0;2;59;1;true;true;239;2
0;3;59;1;true;true;238;2
0;4;59;1;true;true;245;7
0;5;59;1;true;true;241;7
0;6;59;1;true;true;241;7
0;7;59;1;true;true;243;7
0;0;60;1;true;true;251;2
0;1;60;1;true;true;234;2
0;2;60;1;true;true;241;2
0;3;60;1;true;true;254;2
0;4;60;1;true;true;238;6
0;5;60;1;true;true;243;6
0;6;60;1;true;true;247;6
0;7;60;1;true;true;241;8
0;0;61;1;true;true;245;2
0;1;61;1;true;true;240;2
0;2;61;1;true;true;239;2
0;3;61;1;true;true;239;2
0;4;61;1;true;true;242;7
0;5;61;1;true;true;239;7
0;6;61;1;true;true;244;7
0;7;61;1;true;true;256;6
0;0;62;1;true;true;239;2
0;1;62;1;true;true;245;2
0;2;62;1;true;true;244;2
0;3;62;1;true;true;249;2
0;4;62;1;true;true;244;7
0;5;62;1;true;true;245;7
0;6;62;1;true;true;241;7
0;7;62;1;true;true;241;6
0;0;63;1;true;true;240;2
0;1;63;1;true;true;239;2
0;2;63;1;true;true;243;2
0;3;63;1;true;true;237;2
0;4;63;1;true;true;235;8
0;5;63;1;true;true;245;8
0;6;63;1;true;true;245;8
0;7;63;1;true;true;244;8
0;0;64;1;true;true;250;2
0;1;64;1;true;true;243;2
0;2;64;1;true;true;241;2
0;3;64;1;true;true;247;2
0;4;64;1;true;true;245;6
0;5;64;1;true;true;241;6
0;6;64;1;true;true;253;6
0;7;64;1;true;true;242;6
0;0;65;1;true;true;240;2
0;1;65;1;true;true;240;2
0;2;65;1;true;true;246;2
0;3;65;1;true;true;241;2
0;4;65;1;true;true;253;6
0;5;65;1;true;true;256;6
0;6;65;1;true;true;249;6
0;7;65;1;true;true;241;7
0;0;66;1;true;true;248;2
0;1;66;1;true;true;237;2
0;2;66;1;true;true;240;2
0;3;66;1;true;true;235;2
0;4;66;1;true;true;243;6
0;5;66;1;true;true;239;6
0;6;66;1;true;true;248;6
0;7;66;1;true;true;242;6
0;0;67;1;true;true;270;2
0;1;67;1;true;true;256;2
0;2;67;1;true;true;237;2
0;3;67;1;true;true;239;2
0;4;67;1;true;true;238;7
0;5;67;1;true;true;265;7
0;6;67;1;true;true;247;7
0;7;67;1;true;true;242;6
0;0;68;1;true;true;236;2
0;1;68;1;true;true;241;2
0;2;68;1;true;true;243;2
0;3;68;1;true;true;247;2
0;4;68;1;true;true;255;6
0;5;68;1;true;true;238;6
0;6;68;1;true;true;243;6
0;7;68;1;true;true;242;6
0;0;69;1;true;true;244;2
0;1;69;1;true;true;243;2
0;2;69;1;true;true;242;2
0;3;69;1;true;true;241;2
0;4;69;1;true;true;240;6
0;5;69;1;true;true;248;6
0;6;69;1;true;true;238;6
0;7;69;1;true;true;239;7
0;0;70;1;true;true;245;2
0;1;70;1;true;true;242;2
0;2;70;1;true;true;238;2
0;3;70;1;true;true;244;2
0;4;70;1;true;true;244;7
0;5;70;1;true;true;239;7
0;6;70;1;true;true;239;7
0;7;70;1;true;true;243;6
0;0;71;1;true;true;236;2
0;1;71;1;true;true;239;2
0;2;71;1;true;true;254;2
0;3;71;1;true;true;280;2
0;4;71;1;true;true;242;7
0;5;71;1;true;true;241;7
0;6;71;1;true;true;246;7
0;7;71;1;true;true;247;7
0;0;72;1;true;true;252;2
0;1;72;1;true;true;239;2
0;2;72;1;true;true;249;2
0;3;72;1;true;true;244;2
0;4;72;1;true;true;243;6
0;5;72;1;true;true;239;6
0;6;72;1;true;true;239;6
0;7;72;1;true;true;252;6
0;0;73;1;true;true;235;2
0;1;73;1;true;true;242;2
0;2;73;1;true;true;242;2
0;3;73;1;true;true;251;2
0;4;73;1;true;true;242;6
0;5;73;1;true;true;238;6
0;6;73;1;true;true;249;6
0;7;73;1;true;true;242;6
0;0;74;1;true;true;236;2
0;1;74;1;true;true;250;2
0;2;74;1;true;true;238;2
0;3;74;1;true;true;241;2
0;4;74;1;true;true;268;6
0;5;74;1;true;true;245;6
0;6;74;1;true;true;240;6
0;7;74;1;true;true;237;6
0;0;75;1;true;true;239;2
0;1;75;1;true;true;243;2
0;2;75;1;true;true;239;2
0;3;75;1;true;true;238;2
0;4;75;1;true;true;239;7
0;5;75;1;true;true;237;7
0;6;75;1;true;true;239;7
0;7;75;1;true;true;248;7
0;0;76;1;true;true;247;2
0;1;76;1;true;true;235;2
0;2;76;1;true;true;237;2
0;3;76;1;true;true;244;2
0;4;76;1;true;true;249;6
0;5;76;1;true;true;236;6
0;6;76;1;true;true;240;6
0;7;76;1;true;true;246;6
0;0;77;1;true;true;238;2
0;1;77;1;true;true;244;2
0;2;77;1;true;true;247;2
0;3;77;1;true;true;241;2
0;4;77;1;true;true;243;7
0;5;77;1;true;true;238;7
0;6;77;1;true;true;237;7
0;7;77;1;true;true;237;7
0;0;78;1;true;true;234;2
0;1;78;1;true;true;235;2
0;2;78;1;true;true;243;2
0;3;78;1;true;true;250;2
0;4;78;1;true;true;242;6
0;5;78;1;true;true;238;6
0;6;78;1;true;true;237;6
0;7;78;1;true;true;247;7
0;0;79;1;true;true;241;2
0;1;79;1;true;true;238;2
0;2;79;1;true;true;243;2
0;3;79;1;true;true;238;2
0;4;79;1;true;true;239;7
0;5;79;1;true;true;241;7
0;6;79;1;true;true;246;7
0;7;79;1;true;true;251;8
0;0;80;1;true;true;247;2
0;1;80;1;true;true;270;2
0;2;80;1;true;true;250;2
0;3;80;1;true;true;236;2
0;4;80;1;true;true;241;6
0;5;80;1;true;true;251;6
0;6;80;1;true;true;240;6
0;7;80;1;true;true;238;6
0;0;81;1;true;true;237;2
0;1;81;1;true;true;243;2
0;2;81;1;true;true;240;2
0;3;81;1;true;true;243;2
0;4;81;1;true;true;243;6
0;5;81;1;true;true;254;6
0;6;81;1;true;true;239;6
0;7;81;1;true;true;243;7
0;0;82;1;true;true;239;2
0;1;82;1;true;true;235;2
0;2;82;1;true;true;238;2
0;3;82;1;true;true;236;2
0;4;82;1;true;true;243;6
0;5;82;1;true;true;252;6
0;6;82;1;true;true;240;6
0;7;82;1;true;true;241;6
0;0;83;1;true;true;238;2
0;1;83;1;true;true;241;2
0;2;83;1;true;true;245;2
0;3;83;1;true;true;239;2
0;4;83;1;true;true;237;6
0;5;83;1;true;true;240;6
0;6;83;1;true;true;240;6
0;7;83;1;true;true;241;7
0;0;84;1;true;true;242;2
0;1;84;1;true;true;239;2
0;2;84;1;true;true;235;2
0;3;84;1;true;true;243;2
0;4;84;1;true;true;240;9
0;5;84;1;true;true;246;9
0;6;84;1;true;true;244;9
0;7;84;1;true;true;245;7
0;0;85;1;true;true;241;2
0;1;85;1;true;true;241;2
0;2;85;1;true;true;241;2
0;3;85;1;true;true;238;2
0;4;85;1;true;true;255;8
0;5;85;1;true;true;248;8
0;6;85;1;true;true;267;8
0;7;85;1;true;true;249;6
0;0;86;1;true;true;257;2
0;1;86;1;true;true;243;2
0;2;86;1;true;true;238;2
0;3;86;1;true;true;239;2
0;4;86;1;true;true;262;7
0;5;86;1;true;true;244;7
0;6;86;1;true;true;264;7
0;7;86;1;true;true;239;6
0;0;87;1;true;true;244;2
0;1;87;1;true;true;252;2
0;2;87;1;true;true;265;2
0;3;87;1;true;true;251;2
0;4;87;1;true;true;236;7
0;5;87;1;true;true;240;7
0;6;87;1;true;true;250;7
0;7;87;1;true;true;255;7
0;0;88;1;true;true;236;2
0;1;88;1;true;true;244;2
0;2;88;1;true;true;238;2
0;3;88;1;true;true;255;2
0;4;88;1;true;true;239;8
0;5;88;1;true;true;244;8
0;6;88;1;true;true;247;8
0;7;88;1;true;true;244;7
0;0;89;1;true;true;260;2
0;1;89;1;true;true;235;2
0;2;89;1;true;true;243;2
0;3;89;1;true;true;237;2
0;4;89;1;true;true;261;7
0;5;89;1;true;true;270;7
0;6;89;1;true;true;244;7
0;7;89;1;true;true;242;6
0;0;90;1;true;true;238;2
0;1;90;1;true;true;241;2
0;2;90;1;true;true;239;2
0;3;90;1;true;true;242;2
0;4;90;1;true;true;239;6
0;5;90;1;true;true;240;6
0;6;90;1;true;true;240;6
0;7;90;1;true;true;247;6
0;0;91;1;true;true;234;2
0;1;91;1;true;true;242;2
0;2;91;1;true;true;241;2
0;3;91;1;true;true;245;2
0;4;91;1;true;true;248;6
0;5;91;1;true;true;240;6
0;6;91;1;true;true;244;6
0;7;91;1;true;true;254;6
0;0;92;1;true;true;258;2
0;1;92;1;true;true;267;2
0;2;92;1;true;true;244;2
0;3;92;1;true;true;273;2
0;4;92;1;true;true;235;6
0;5;92;1;true;true;246;6
0;6;92;1;true;true;245;6
0;7;92;1;true;true;249;6
0;0;93;1;true;true;241;2
0;1;93;1;true;true;240;2
0;2;93;1;true;true;239;2
0;3;93;1;true;true;242;2
0;4;93;1;true;true;233;6
0;5;93;1;true;true;240;6
0;6;93;1;true;true;253;6
0;7;93;1;true;true;250;6
0;0;94;1;true;true;238;2
0;1;94;1;true;true;242;2
0;2;94;1;true;true;238;2
0;3;94;1;true;true;249;2
0;4;94;1;true;true;238;8
0;5;94;1;true;true;239;8
0;6;94;1;true;true;245;8
0;7;94;1;true;true;247;6
0;0;95;1;true;true;252;2
0;1;95;1;true;true;243;2
0;2;95;1;true;true;248;2
0;3;95;1;true;true;256;2
0;4;95;1;true;true;245;8
0;5;95;1;true;true;241;8
0;6;95;1;true;true;251;8
0;7;95;1;true;true;246;6
0;0;96;1;true;true;239;2
0;1;96;1;true;true;235;2
0;2;96;1;true;true;246;2
0;3;96;1;true;true;239;2
0;4;96;1;true;true;236;7
0;5;96;1;true;true;246;7
0;6;96;1;true;true;239;7
0;7;96;1;true;true;252;7
0;0;97;1;true;true;242;2
0;1;97;1;true;true;273;2
0;2;97;1;true;true;242;2
0;3;97;1;true;true;241;2
0;4;97;1;true;true;242;7
0;5;97;1;true;true;245;7
0;6;97;1;true;true;246;7
0;7;97;1;true;true;238;6
0;0;98;1;true;true;250;2
0;1;98;1;true;true;240;2
0;2;98;1;true;true;248;2
0;3;98;1;true;true;250;2
0;4;98;1;true;true;241;6
0;5;98;1;true;true;241;6
0;6;98;1;true;true;249;6
0;7;98;1;true;true;275;8
0;0;99;1;true;true;237;2
0;1;99;1;true;true;239;2
0;2;99;1;true;true;238;2
0;3;99;1;true;true;249;2
0;4;99;1;true;true;246;8
0;5;99;1;true;true;243;8
0;6;99;1;true;true;242;8
0;7;99;1;true;true;238;7
0;0;100;1;true;true;254;2
0;1;100;1;true;true;236;2
0;2;100;1;true;true;245;2
0;3;100;1;true;true;250;2
0;4;100;1;true;true;247;7
0;5;100;1;true;true;243;7
0;6;100;1;true;true;255;7
0;7;100;1;true;true;250;6
1;0;1;1;true;true;239;2
1;1;1;1;true;true;240;2
1;2;1;1;true;true;245;2
1;3;1;1;true;true;253;2
1;4;1;1;true;true;259;6
1;5;1;1;true;true;241;6
1;6;1;1;true;true;239;6
1;7;1;1;true;true;244;6
1;0;2;1;true;true;237;2
1;1;2;1;true;true;237;2
1;2;2;1;true;true;240;2
1;3;2;1;true;true;238;2
1;4;2;1;true;true;243;5
1;5;2;1;true;true;256;5
1;6;2;1;true;true;235;5
1;7;2;1;true;true;240;6
1;0;3;1;true;true;236;2
1;1;3;1;true;true;237;2
1;2;3;1;true;true;238;2
1;3;3;1;true;true;238;2
1;4;3;1;true;true;249;5
1;5;3;1;true;true;240;5
1;6;3;1;true;true;239;5
1;7;3;1;true;true;240;7
1;0;4;1;true;true;238;2
1;1;4;1;true;true;237;2
1;2;4;1;true;true;240;2
1;3;4;1;true;true;239;2
1;4;4;1;true;true;241;5
1;5;4;1;true;true;243;5
1;6;4;1;true;true;242;5
1;7;4;1;true;true;248;6
1;0;5;1;true;true;241;2
1;1;5;1;true;true;254;2
1;2;5;1;true;true;240;2
1;3;5;1;true;true;243;2
1;4;5;1;true;true;246;6
1;5;5;1;true;true;253;6
1;6;5;1;true;true;234;6
1;7;5;1;true;true;264;7
1;0;6;1;true;true;254;2
1;1;6;1;true;true;232;2
1;2;6;1;true;true;244;2
1;3;6;1;true;true;235;2
1;4;6;1;true;true;246;5
1;5;6;1;true;true;263;5
1;6;6;1;true;true;241;5
1;7;6;1;true;true;248;7
1;0;7;1;true;true;245;2
1;1;7;1;true;true;259;2
1;2;7;1;true;true;253;2
1;3;7;1;true;true;237;2
1;4;7;1;true;true;241;5
1;5;7;1;true;true;245;5
1;6;7;1;true;true;234;5
1;7;7;1;true;true;239;6
1;0;8;1;true;true;238;2
1;1;8;1;true;true;239;2
1;2;8;1;true;true;241;2
1;3;8;1;true;true;254;2
1;4;8;1;true;true;241;5
1;5;8;1;true;true;249;5
1;6;8;1;true;true;254;5
