ModelID;AlgorithmID;SystemIteration;AlgorithmIteration;InTime;NoError;Time;Size
10;10;16;1;true;true;2049;31
10;0;17;1;true;true;1359;30
10;1;17;1;true;true;1195;27
10;2;17;1;true;true;951;20
10;3;17;1;true;true;952;18
10;4;17;1;true;true;880;11
10;5;17;1;true;true;2581;36
10;6;17;1;true;true;3877;35
10;7;17;1;true;true;800;39
10;9;17;1;true;true;1267;30
10;10;17;1;true;true;1860;30
10;0;18;1;true;true;1509;30
10;1;18;1;true;true;1389;28
10;2;18;1;true;true;1618;19
10;3;18;1;true;true;937;19
10;4;18;1;true;true;1250;11
10;5;18;1;true;true;2690;34
10;6;18;1;true;true;4191;34
10;7;18;1;true;true;697;39
10;9;18;1;true;true;1350;30
10;10;18;1;true;true;2135;30
10;0;19;1;true;true;1589;32
10;1;19;1;true;true;1227;27
10;2;19;1;true;true;1523;20
10;3;19;1;true;true;990;18
10;4;19;1;true;true;800;11
10;5;19;1;true;true;2774;34
10;6;19;1;true;true;4420;33
10;7;19;1;true;true;740;39
10;9;19;1;true;true;1184;32
10;10;19;1;true;true;1927;32
10;0;20;1;true;true;1721;33
10;1;20;1;true;true;1469;26
10;2;20;1;true;true;964;21
10;3;20;1;true;true;1027;19
10;4;20;1;true;true;912;11
10;5;20;1;true;true;2481;34
10;6;20;1;true;true;4627;35
10;7;20;1;true;true;729;43
10;9;20;1;true;true;1288;33
10;10;20;1;true;true;2122;33
10;0;21;1;true;true;1422;33
10;1;21;1;true;true;1584;28
10;2;21;1;true;true;1582;19
10;3;21;1;true;true;1207;19
10;4;21;1;true;true;1450;10
10;5;21;1;true;true;2694;35
10;6;21;1;true;true;4263;36
10;7;21;1;true;true;600;41
10;9;21;1;true;true;1573;33
10;10;21;1;true;true;2190;33
10;0;22;1;true;true;1463;32
10;1;22;1;true;true;1364;27
10;2;22;1;true;true;970;20
10;3;22;1;true;true;1129;18
10;4;22;1;true;true;873;11
10;5;22;1;true;true;2793;37
10;6;22;1;true;true;4633;37
10;7;22;1;true;true;718;39
10;9;22;1;true;true;1210;32
10;10;22;1;true;true;1791;32
10;0;23;1;true;true;1408;33
10;1;23;1;true;true;1374;28
10;2;23;1;true;true;1014;18
10;3;23;1;true;true;985;18
10;4;23;1;true;true;916;11
10;5;23;1;true;true;2415;33
10;6;23;1;true;true;4051;33
10;7;23;1;true;true;646;38
10;9;23;1;true;true;1276;33
10;10;23;1;true;true;1817;33
10;0;24;1;true;true;1550;34
10;1;24;1;true;true;1389;27
10;2;24;1;true;true;1080;21
10;3;24;1;true;true;1275;18
10;4;24;1;true;true;962;11
10;5;24;1;true;true;3019;33
10;6;24;1;true;true;4554;34
10;7;24;1;true;true;690;41
10;9;24;1;true;true;1425;34
10;10;24;1;true;true;1981;34
10;0;25;1;true;true;1683;34
10;1;25;1;true;true;1389;27
10;2;25;1;true;true;977;21
10;3;25;1;true;true;1208;19
10;4;25;1;true;true;955;10
10;5;25;1;true;true;2725;37
10;6;25;1;true;true;4438;34
10;7;25;1;true;true;729;45
10;9;25;1;true;true;1298;34
10;10;25;1;true;true;2081;34
10;0;26;1;true;true;1478;32
10;1;26;1;true;true;1592;27
10;2;26;1;true;true;1206;21
10;3;26;1;true;true;1074;18
10;4;26;1;true;true;956;11
10;5;26;1;true;true;3143;36
10;6;26;1;true;true;4847;35
10;7;26;1;true;true;671;41
10;9;26;1;true;true;1330;32
10;10;26;1;true;true;2022;32
10;0;27;1;true;true;1418;31
10;1;27;1;true;true;1394;28
10;2;27;1;true;true;1076;20
10;3;27;1;true;true;1077;17
10;4;27;1;true;true;903;11
10;5;27;1;true;true;2705;35
10;6;27;1;true;true;4779;35
10;7;27;1;true;true;654;41
10;9;27;1;true;true;1299;31
10;10;27;1;true;true;1802;31
10;0;28;1;true;true;1523;32
10;1;28;1;true;true;1296;27
10;2;28;1;true;true;1037;19
10;3;28;1;true;true;1048;17
10;4;28;1;true;true;913;11
10;5;28;1;true;true;2716;36
10;6;28;1;true;true;4539;35
10;7;28;1;true;true;690;41
10;9;28;1;true;true;1291;32
10;10;28;1;true;true;1947;32
10;0;29;1;true;true;1597;32
10;1;29;1;true;true;1386;26
10;2;29;1;true;true;1181;18
10;3;29;1;true;true;1373;19
10;4;29;1;true;true;1131;10
10;5;29;1;true;true;3399;34
10;6;29;1;true;true;4355;33
10;7;29;1;true;true;650;40
10;9;29;1;true;true;1524;32
10;10;29;1;true;true;2015;32
10;0;30;1;true;true;1570;34
10;1;30;1;true;true;1334;27
10;2;30;1;true;true;1051;19
10;3;30;1;true;true;976;20
10;4;30;1;true;true;885;11
10;5;30;1;true;true;2500;34
10;6;30;1;true;true;4211;33
10;7;30;1;true;true;705;42
10;9;30;1;true;true;1266;34
10;10;30;1;true;true;1956;34
10;0;31;1;true;true;1649;32
10;1;31;1;true;true;1355;27
10;2;31;1;true;true;1112;20
10;3;31;1;true;true;970;18
10;4;31;1;true;true;965;11
10;5;31;1;true;true;3313;33
10;6;31;1;true;true;4488;34
10;7;31;1;true;true;1055;39
10;9;31;1;true;true;1343;32
10;10;31;1;true;true;1996;32
10;0;32;1;true;true;1417;33
10;1;32;1;true;true;1276;26
10;2;32;1;true;true;990;21
10;3;32;1;true;true;1032;18
10;4;32;1;true;true;812;11
10;5;32;1;true;true;2667;32
10;6;32;1;true;true;4596;33
10;7;32;1;true;true;1336;39
10;9;32;1;true;true;1163;33
10;10;32;1;true;true;1858;33
10;0;33;1;true;true;1419;34
10;1;33;1;true;true;1393;27
10;2;33;1;true;true;981;19
10;3;33;1;true;true;971;18
10;4;33;1;true;true;919;10
10;5;33;1;true;true;2702;34
10;6;33;1;true;true;4558;36
10;7;33;1;true;true;682;40
10;9;33;1;true;true;1313;34
10;10;33;1;true;true;1848;34
10;0;34;1;true;true;1422;30
10;1;34;1;true;true;1419;27
10;2;34;1;true;true;931;21
10;3;34;1;true;true;980;20
10;4;34;1;true;true;887;10
10;5;34;1;true;true;2507;32
10;6;34;1;true;true;4069;33
10;7;34;1;true;true;641;39
10;9;34;1;true;true;1255;30
10;10;34;1;true;true;1855;30
10;0;35;1;true;true;1651;32
10;1;35;1;true;true;1710;29
10;2;35;1;true;true;1123;21
10;3;35;1;true;true;982;19
10;4;35;1;true;true;915;11
10;5;35;1;true;true;2638;36
10;6;35;1;true;true;4337;35
10;7;35;1;true;true;617;41
10;9;35;1;true;true;1257;32
10;10;35;1;true;true;2107;32
10;0;36;1;true;true;1371;32
10;1;36;1;true;true;1414;29
10;2;36;1;true;true;1066;22
10;3;36;1;true;true;1036;18
10;4;36;1;true;true;848;10
10;5;36;1;true;true;2567;36
10;6;36;1;true;true;4370;36
10;7;36;1;true;true;793;38
10;9;36;1;true;true;1249;32
10;10;36;1;true;true;1805;32
10;0;37;1;true;true;1550;32
10;1;37;1;true;true;1426;27
10;2;37;1;true;true;1039;21
10;3;37;1;true;true;1055;18
10;4;37;1;true;true;900;10
10;5;37;1;true;true;2596;35
10;6;37;1;true;true;4231;35
10;7;37;1;true;true;698;38
10;9;37;1;true;true;1289;32
10;10;37;1;true;true;1975;32
10;0;38;1;true;true;1468;33
10;1;38;1;true;true;1417;29
10;2;38;1;true;true;1057;21
10;3;38;1;true;true;1149;18
10;4;38;1;true;true;898;11
10;5;38;1;true;true;2984;36
10;6;38;1;true;true;4549;34
10;7;38;1;true;true;724;38
10;9;38;1;true;true;1257;33
10;10;38;1;true;true;1828;33
10;0;39;1;true;true;1560;33
10;1;39;1;true;true;1515;26
10;2;39;1;true;true;1176;19
10;3;39;1;true;true;1067;18
10;4;39;1;true;true;969;10
10;5;39;1;true;true;2631;33
10;6;39;1;true;true;4627;34
10;7;39;1;true;true;806;42
10;9;39;1;true;true;1379;33
10;10;39;1;true;true;1981;33
10;0;40;1;true;true;2079;30
10;1;40;1;true;true;1692;28
10;2;40;1;true;true;1265;20
10;3;40;1;true;true;959;18
10;4;40;1;true;true;913;11
10;5;40;1;true;true;2469;35
10;6;40;1;true;true;4043;33
10;7;40;1;true;true;729;38
10;9;40;1;true;true;1273;30
10;10;40;1;true;true;2495;30
10;0;41;1;true;true;1515;32
10;1;41;1;true;true;1255;26
10;2;41;1;true;true;1249;22
10;3;41;1;true;true;918;20
10;4;41;1;true;true;907;11
10;5;41;1;true;true;2866;37
10;6;41;1;true;true;4465;34
10;7;41;1;true;true;801;39
10;9;41;1;true;true;1305;32
10;10;41;1;true;true;1907;32
10;0;42;1;true;true;1365;33
10;1;42;1;true;true;1319;26
10;2;42;1;true;true;947;20
10;3;42;1;true;true;974;17
10;4;42;1;true;true;868;12
10;5;42;1;true;true;2589;33
10;6;42;1;true;true;3923;35
10;7;42;1;true;true;731;41
10;9;42;1;true;true;1247;33
10;10;42;1;true;true;2022;33
10;0;43;1;true;true;1346;32
10;1;43;1;true;true;1297;29
10;2;43;1;true;true;929;20
10;3;43;1;true;true;1002;18
10;4;43;1;true;true;944;11
10;5;43;1;true;true;2690;35
10;6;43;1;true;true;4557;31
10;7;43;1;true;true;724;42
10;9;43;1;true;true;1290;32
10;10;43;1;true;true;1781;32
10;0;44;1;true;true;1443;32
10;1;44;1;true;true;1310;25
10;2;44;1;true;true;1020;20
10;3;44;1;true;true;978;17
10;4;44;1;true;true;953;13
10;5;44;1;true;true;2533;34
10;6;44;1;true;true;4204;33
10;7;44;1;true;true;927;39
10;9;44;1;true;true;1326;32
10;10;44;1;true;true;1896;32
10;0;45;1;true;true;1397;33
10;1;45;1;true;true;1557;29
10;2;45;1;true;true;1025;19
10;3;45;1;true;true;1022;18
10;4;45;1;true;true;842;11
10;5;45;1;true;true;2613;35
10;6;45;1;true;true;4309;32
10;7;45;1;true;true;697;39
10;9;45;1;true;true;1192;33
10;10;45;1;true;true;1992;33
10;0;46;1;true;true;1412;33
10;1;46;1;true;true;1331;28
10;2;46;1;true;true;1034;22
10;3;46;1;true;true;994;18
10;4;46;1;true;true;941;11
10;5;46;1;true;true;2555;34
10;6;46;1;true;true;3966;34
10;7;46;1;true;true;697;36
10;9;46;1;true;true;1327;33
10;10;46;1;true;true;1852;33
10;0;47;1;true;true;1438;32
10;1;47;1;true;true;1286;28
10;2;47;1;true;true;1040;19
10;3;47;1;true;true;939;19
10;4;47;1;true;true;860;11
10;5;47;1;true;true;2585;32
10;6;47;1;true;true;4084;33
10;7;47;1;true;true;680;39
10;9;47;1;true;true;1261;32
10;10;47;1;true;true;1871;32
10;0;48;1;true;true;1386;31
10;1;48;1;true;true;1273;31
10;2;48;1;true;true;937;18
10;3;48;1;true;true;1076;19
10;4;48;1;true;true;815;11
10;5;48;1;true;true;2591;35
10;6;48;1;true;true;3834;35
10;7;48;1;true;true;652;37
10;9;48;1;true;true;1165;31
10;10;48;1;true;true;1853;31
10;0;49;1;true;true;1428;30
10;1;49;1;true;true;1322;27
10;2;49;1;true;true;1025;20
10;3;49;1;true;true;1035;18
10;4;49;1;true;true;891;10
10;5;49;1;true;true;2536;33
10;6;49;1;true;true;3881;34
10;7;49;1;true;true;653;42
10;9;49;1;true;true;1255;30
10;10;49;1;true;true;1803;30
10;0;50;1;true;true;1395;33
10;1;50;1;true;true;1314;25
10;2;50;1;true;true;1015;19
10;3;50;1;true;true;1015;18
10;4;50;1;true;true;907;12
10;5;50;1;true;true;2511;34
10;6;50;1;true;true;4066;34
10;7;50;1;true;true;704;43
10;9;50;1;true;true;1295;33
10;10;50;1;true;true;1791;33
10;0;51;1;true;true;1469;32
10;1;51;1;true;true;1418;27
10;2;51;1;true;true;1031;20
10;3;51;1;true;true;1004;18
10;4;51;1;true;true;844;11
10;5;51;1;true;true;2546;34
10;6;51;1;true;true;4067;33
10;7;51;1;true;true;674;39
10;9;51;1;true;true;1226;32
10;10;51;1;true;true;1897;32
10;0;52;1;true;true;1433;31
10;1;52;1;true;true;1258;28
10;2;52;1;true;true;1103;20
10;3;52;1;true;true;964;17
10;4;52;1;true;true;826;11
10;5;52;1;true;true;2532;32
10;6;52;1;true;true;3960;36
10;7;52;1;true;true;741;41
10;9;52;1;true;true;1187;31
10;10;52;1;true;true;1809;31
10;0;53;1;true;true;1387;32
10;1;53;1;true;true;1354;26
10;2;53;1;true;true;1051;21
10;3;53;1;true;true;984;19
10;4;53;1;true;true;868;12
10;5;53;1;true;true;2616;33
10;6;53;1;true;true;3881;33
10;7;53;1;true;true;613;44
10;9;53;1;true;true;1203;32
10;10;53;1;true;true;1793;32
10;0;54;1;true;true;1512;33
10;1;54;1;true;true;1323;27
10;2;54;1;true;true;961;20
10;3;54;1;true;true;1002;19
10;4;54;1;true;true;892;11
10;5;54;1;true;true;2697;34
10;6;54;1;true;true;3974;34
10;7;54;1;true;true;721;39
10;9;54;1;true;true;1295;33
10;10;54;1;true;true;1923;33
10;0;55;1;true;true;1424;33
10;1;55;1;true;true;1386;26
10;2;55;1;true;true;1038;21
10;3;55;1;true;true;949;18
10;4;55;1;true;true;956;11
10;5;55;1;true;true;2613;37
10;6;55;1;true;true;4035;34
10;7;55;1;true;true;683;39
10;9;55;1;true;true;1331;33
10;10;55;1;true;true;1834;33
10;0;56;1;true;true;1427;33
10;1;56;1;true;true;1284;27
10;2;56;1;true;true;953;21
10;3;56;1;true;true;1036;17
10;4;56;1;true;true;810;11
10;5;56;1;true;true;2805;34
10;6;56;1;true;true;3929;35
10;7;56;1;true;true;742;41
10;9;56;1;true;true;1256;33
10;10;56;1;true;true;1851;33
10;0;57;1;true;true;1448;33
10;1;57;1;true;true;1333;26
10;2;57;1;true;true;1000;20
10;3;57;1;true;true;938;18
10;4;57;1;true;true;880;11
10;5;57;1;true;true;2598;34
10;6;57;1;true;true;4044;34
10;7;57;1;true;true;720;38
10;9;57;1;true;true;1235;33
10;10;57;1;true;true;1902;33
10;0;58;1;true;true;1499;33
10;1;58;1;true;true;1365;27
10;2;58;1;true;true;976;21
10;3;58;1;true;true;1024;19
10;4;58;1;true;true;827;11
10;5;58;1;true;true;2543;33
10;6;58;1;true;true;4236;36
10;7;58;1;true;true;646;40
10;9;58;1;true;true;1269;33
10;10;58;1;true;true;1889;33
10;0;59;1;true;true;1346;33
10;1;59;1;true;true;1340;28
10;2;59;1;true;true;958;20
10;3;59;1;true;true;1029;17
10;4;59;1;true;true;960;12
10;5;59;1;true;true;2501;35
10;6;59;1;true;true;4054;35
10;7;59;1;true;true;683;38
10;9;59;1;true;true;1361;33
10;10;59;1;true;true;1753;33
10;0;60;1;true;true;1416;32
10;1;60;1;true;true;1305;27
10;2;60;1;true;true;1047;20
10;3;60;1;true;true;982;19
10;4;60;1;true;true;906;11
10;5;60;1;true;true;2530;35
10;6;60;1;true;true;4046;37
10;7;60;1;true;true;710;39
10;9;60;1;true;true;1277;32
10;10;60;1;true;true;1839;32
10;0;61;1;true;true;1524;33
10;1;61;1;true;true;1325;29
10;2;61;1;true;true;1003;20
10;3;61;1;true;true;963;17
10;4;61;1;true;true;920;11
10;5;61;1;true;true;2494;34
10;6;61;1;true;true;4156;35
10;7;61;1;true;true;616;39
10;9;61;1;true;true;1299;33
10;10;61;1;true;true;1950;33
10;0;62;1;true;true;1347;31
10;1;62;1;true;true;1275;27
10;2;62;1;true;true;1021;21
10;3;62;1;true;true;948;18
10;4;62;1;true;true;874;11
10;5;62;1;true;true;2464;34
10;6;62;1;true;true;4159;35
10;7;62;1;true;true;677;42
10;9;62;1;true;true;1254;31
10;10;62;1;true;true;1818;31
10;0;63;1;true;true;1416;32
10;1;63;1;true;true;1312;28
10;2;63;1;true;true;1079;20
10;3;63;1;true;true;962;18
10;4;63;1;true;true;980;11
10;5;63;1;true;true;2454;35
10;6;63;1;true;true;3941;35
10;7;63;1;true;true;662;38
10;9;63;1;true;true;1289;32
10;10;63;1;true;true;1829;32
10;0;64;1;true;true;1463;32
10;1;64;1;true;true;1323;26
10;2;64;1;true;true;947;20
10;3;64;1;true;true;1027;18
10;4;64;1;true;true;831;11
10;5;64;1;true;true;2460;32
10;6;64;1;true;true;4019;32
10;7;64;1;true;true;717;36
10;9;64;1;true;true;1169;32
10;10;64;1;true;true;1905;32
10;0;65;1;true;true;1483;32
10;1;65;1;true;true;1292;28
10;2;65;1;true;true;1006;20
10;3;65;1;true;true;1088;18
10;4;65;1;true;true;954;11
10;5;65;1;true;true;2508;33
10;6;65;1;true;true;3886;33
10;7;65;1;true;true;697;40
10;9;65;1;true;true;1298;32
10;10;65;1;true;true;1954;32
10;0;66;1;true;true;1456;33
10;1;66;1;true;true;1284;26
10;2;66;1;true;true;1022;20
10;3;66;1;true;true;1058;17
10;4;66;1;true;true;871;11
10;5;66;1;true;true;2506;33
10;6;66;1;true;true;4210;31
10;7;66;1;true;true;605;41
10;9;66;1;true;true;1246;33
10;10;66;1;true;true;1874;33
10;0;67;1;true;true;1357;34
10;1;67;1;true;true;1307;27
10;2;67;1;true;true;1016;20
10;3;67;1;true;true;958;18
10;4;67;1;true;true;926;10
10;5;67;1;true;true;2661;34
10;6;67;1;true;true;3986;34
10;7;67;1;true;true;688;44
10;9;67;1;true;true;1291;34
10;10;67;1;true;true;1781;34
10;0;68;1;true;true;1447;33
10;1;68;1;true;true;1212;26
10;2;68;1;true;true;988;20
10;3;68;1;true;true;949;17
10;4;68;1;true;true;836;13
10;5;68;1;true;true;2579;34
10;6;68;1;true;true;4156;33
10;7;68;1;true;true;695;41
10;9;68;1;true;true;1223;33
10;10;68;1;true;true;1880;33
10;0;69;1;true;true;1513;33
10;1;69;1;true;true;1422;26
10;2;69;1;true;true;958;21
10;3;69;1;true;true;992;20
10;4;69;1;true;true;858;10
10;5;69;1;true;true;2586;33
10;6;69;1;true;true;3846;33
10;7;69;1;true;true;683;43
10;9;69;1;true;true;1231;33
10;10;69;1;true;true;1959;33
10;0;70;1;true;true;1506;32
10;1;70;1;true;true;1222;25
10;2;70;1;true;true;1035;20
10;3;70;1;true;true;1055;19
10;4;70;1;true;true;920;10
10;5;70;1;true;true;2634;35
10;6;70;1;true;true;3880;34
10;7;70;1;true;true;691;37
10;9;70;1;true;true;1279;32
10;10;70;1;true;true;1947;32
10;0;71;1;true;true;1478;33
10;1;71;1;true;true;1381;26
10;2;71;1;true;true;1105;20
10;3;71;1;true;true;1042;17
10;4;71;1;true;true;822;12
10;5;71;1;true;true;2457;34
10;6;71;1;true;true;4063;33
10;7;71;1;true;true;691;42
10;9;71;1;true;true;1167;33
10;10;71;1;true;true;1925;33
10;0;72;1;true;true;1368;33
10;1;72;1;true;true;1201;28
10;2;72;1;true;true;966;20
10;3;72;1;true;true;976;17
10;4;72;1;true;true;895;12
10;5;72;1;true;true;2577;32
10;6;72;1;true;true;4763;32
10;7;72;1;true;true;679;40
10;9;72;1;true;true;1243;33
10;10;72;1;true;true;1804;33
10;0;73;1;true;true;1473;32
10;1;73;1;true;true;1335;28
10;2;73;1;true;true;997;19
10;3;73;1;true;true;1053;18
10;4;73;1;true;true;888;11
10;5;73;1;true;true;2613;32
10;6;73;1;true;true;4139;33
10;7;73;1;true;true;666;44
10;9;73;1;true;true;1286;32
10;10;73;1;true;true;1911;32
10;0;74;1;true;true;1518;33
10;1;74;1;true;true;1287;28
10;2;74;1;true;true;1031;19
10;3;74;1;true;true;1028;17
10;4;74;1;true;true;952;11
10;5;74;1;true;true;2545;36
10;6;74;1;true;true;4655;34
10;7;74;1;true;true;674;39
10;9;74;1;true;true;1319;33
10;10;74;1;true;true;1885;33
10;0;75;1;true;true;1392;32
10;1;75;1;true;true;1416;30
10;2;75;1;true;true;987;20
10;3;75;1;true;true;972;18
10;4;75;1;true;true;831;10
10;5;75;1;true;true;2568;35
10;6;75;1;true;true;3943;35
10;7;75;1;true;true;687;43
10;9;75;1;true;true;1166;32
10;10;75;1;true;true;1865;32
10;0;76;1;true;true;1419;33
10;1;76;1;true;true;1320;27
10;2;76;1;true;true;1051;21
10;3;76;1;true;true;1000;17
10;4;76;1;true;true;906;11
10;5;76;1;true;true;2559;37
10;6;76;1;true;true;3979;36
10;7;76;1;true;true;637;39
10;9;76;1;true;true;1367;33
10;10;76;1;true;true;1803;33
10;0;77;1;true;true;1398;33
10;1;77;1;true;true;1309;28
10;2;77;1;true;true;971;20
10;3;77;1;true;true;988;19
10;4;77;1;true;true;918;10
10;5;77;1;true;true;2704;35
10;6;77;1;true;true;4387;35
10;7;77;1;true;true;744;43
10;9;77;1;true;true;1283;33
10;10;77;1;true;true;1798;33
10;0;78;1;true;true;1571;34
10;1;78;1;true;true;1244;29
10;2;78;1;true;true;1022;21
10;3;78;1;true;true;937;17
10;4;78;1;true;true;893;11
10;5;78;1;true;true;2610;36
10;6;78;1;true;true;3923;35
10;7;78;1;true;true;664;43
10;9;78;1;true;true;1298;34
10;10;78;1;true;true;1981;34
10;0;79;1;true;true;1396;32
10;1;79;1;true;true;1313;27
10;2;79;1;true;true;1020;19
10;3;79;1;true;true;984;17
10;4;79;1;true;true;849;11
10;5;79;1;true;true;2652;34
10;6;79;1;true;true;4100;32
10;7;79;1;true;true;716;38
10;9;79;1;true;true;1229;32
10;10;79;1;true;true;1823;32
10;0;80;1;true;true;1379;33
10;1;80;1;true;true;1330;27
10;2;80;1;true;true;1016;21
10;3;80;1;true;true;984;17
10;4;80;1;true;true;796;12
10;5;80;1;true;true;2622;34
10;6;80;1;true;true;3979;35
10;7;80;1;true;true;666;41
10;9;80;1;true;true;1156;33
10;10;80;1;true;true;1832;33
10;0;81;1;true;true;1458;32
10;1;81;1;true;true;1336;29
10;2;81;1;true;true;1095;18
10;3;81;1;true;true;963;19
10;4;81;1;true;true;800;11
10;5;81;1;true;true;2738;33
10;6;81;1;true;true;4058;33
10;7;81;1;true;true;718;42
10;9;81;1;true;true;1158;32
10;10;81;1;true;true;1913;32
10;0;82;1;true;true;1449;32
10;1;82;1;true;true;1285;26
10;2;82;1;true;true;1002;20
10;3;82;1;true;true;954;19
10;4;82;1;true;true;817;10
10;5;82;1;true;true;2536;35
10;6;82;1;true;true;4135;37
10;7;82;1;true;true;699;37
10;9;82;1;true;true;1179;32
10;10;82;1;true;true;1911;32
10;0;83;1;true;true;1424;31
10;1;83;1;true;true;1339;30
10;2;83;1;true;true;988;22
10;3;83;1;true;true;1066;19
10;4;83;1;true;true;895;10
10;5;83;1;true;true;2457;35
10;6;83;1;true;true;4194;34
10;7;83;1;true;true;663;38
10;9;83;1;true;true;1285;31
